sample-1,sample-2,sample-3,sample-4,sample-5,sample-6,sample-7,sample-8,sample-9,sample-10,sample-11,sample-12,sample-13,sample-14,sample-15,sample-16,sample-17,sample-18,sample-19,sample-20,sample-21,sample-22,sample-23,sample-24,sample-25,sample-26,sample-27,sample-28,sample-29,sample-30,sample-31,sample-32,sample-33,sample-34,sample-35,sample-36,sample-37,sample-38
0.982920027137723,0.991571917766516,0.962144311835016,1.00590796810709,0.888981802597502,0.936415037592047,0.926606707797205,1.00955350519484,0.979674759979149,0.973906440138593,1.02212377269556,0.96305333909643,0.967081947489239,1.00312090203487,0.99164903839368,0.924941917995364,1.02422452554992,1.2038407990396,1.03334856695428,1.21493309260201,1.01375268585338,1.05454499797712,1.10618010569977,0.979480891564672,1.07550219386739,0.965556444871695,1.14416942069095,1.04635986693669,1.15541215485575,0.951378063198915,1.00738769980771,0.99687909796513,1.1114393886833,0.938510952114543,1.16106690072329,0.975994474842766,1.24991599363427,0.954168102968646
0.997000580879165,1.02413856095883,0.972624932198708,1.01596620484887,0.989501307910768,0.966932504736673,1.00927118304657,0.958469207002292,0.95234649878427,0.990440746009635,0.949335598419135,0.943688894383489,1.00612205116725,1.03688468797438,0.978024751249627,1.01786678458775,1.01409565764092,1.02688618631558,1.04343903545792,1.00597321791712,1.03910466775466,1.02116764297185,1.01713732373306,0.959298496587937,1.0108093026739,1.006142331427,0.98509280132535,0.980990050309038,0.997940970749448,0.997114854377224,1.00205902925055,0.949294196267262,0.989539841042147,0.981434795666009,1.01193331533938,1.00601792440142,1.01953428603241,0.938932595877583
1.00121766666739,1.01458809174177,0.999607275326031,1.00067103734093,0.995798791333128,1.00151112580906,1.0025185397058,0.993410747270087,0.989497731414612,0.994596828577513,0.985181057690251,0.982070506703906,0.997488747502719,1.00039272467397,0.996661911659786,0.98971705153299,1.00815574263233,1.00346509907698,1.00726134018724,1.03292151158714,0.998317829703326,1.01861990172029,1.01820796503182,0.990740484815085,1.01185232143832,0.997027063639557,1.01142149402966,1.00886074078411,1.00810659966054,0.997353486030891,0.99751963476029,0.988829965933248,1.01118236960691,0.987668199418515,1.0096089991152,0.990998806383224,1.03282454906176,0.998751332641505
1.001200676117,1.01929786862019,0.891770897567507,0.891770897567507,1.09208531149674,1.08566816928114,0.891770897567507,0.891770897567507,0.891770897567507,0.891770897567507,1.05724172008636,0.998272922425233,1.06186661083461,0.921131949472729,1.03155569183309,0.91334374639297,1.07809698929226,0.891770897567507,1.06053059905264,0.937895214351366,0.970917503605937,0.891770897567507,0.891770897567507,1.07372000218932,0.891770897567507,1.06724032991736,1.01819503456537,0.997792801775647,0.891770897567507,0.999857575053206,0.984828736116712,1.00014242494679,0.891770897567507,0.921975767640255,0.891770897567507,0.933955559597842,0.941094535827075,0.942100842693304
1.0404061338184,0.853198680443515,0.953293315013828,0.853198680443515,0.925969247704619,0.927950947098506,0.932275377483394,0.862778472998624,1.05090026422069,1.00647491963109,0.988715613031335,0.90162639524971,1.08024948234956,1.00420893075454,0.930714245050235,0.853198680443515,1.04693845154594,1.07107945551784,0.863566092128229,0.853198680443515,0.995791069245463,0.853198680443515,0.853198680443515,0.990771769903899,0.853198680443515,1.04606098592534,0.853198680443515,1.05300644521777,1.0892766149163,1.06029733652733,1.00772676769273,0.977511712821118,0.853198680443515,1.03549863513301,0.935601915233997,0.968059634299947,1.1327203838978,1.05028743857697
1.0,0.881035339674329,1.00115787059411,1.0222240287456,1.02215205276617,0.932325374266389,1.01666425470791,1.13528510334576,1.16113891294465,1.06669308235674,1.09345760481117,0.958393147742097,1.00329234647834,1.05286556788215,0.852320182398219,0.917655588375056,1.00076210198773,0.852320182398219,1.03055060192706,0.952727291672222,0.871058302585022,1.13501368233713,1.01921625898845,1.08410517270162,1.09859685506842,0.961137450030701,0.97423138970933,1.03717473761242,0.956405662513515,0.97692532543698,1.06191280625394,0.997917823761351,0.961699084050084,0.910059452348042,0.962533351942992,0.974463205489399,0.930554673503265,0.959202456625272
0.979128277533393,1.01038492867685,0.869335621337253,0.869335621337253,0.869335621337253,0.869335621337253,0.951294092664177,0.869335621337253,1.05465175972941,1.00797520823066,0.973069641924285,0.869335621337253,0.869335621337253,0.980626732403279,1.03440036181206,0.89633593855612,0.924280318597505,0.973950857226984,1.05361244127541,0.869335621337253,0.869335621337253,0.945813813697872,1.13098145428422,0.869335621337253,0.913854232354106,0.869335621337253,0.869335621337253,0.869335621337253,1.00711332355519,0.999334128099373,0.97727652449831,1.15257841439084,0.869335621337253,0.869335621337253,1.00066587190063,1.07926043118628,1.13783089264326,1.02355480953428
0.897299501395336,0.931008045144806,0.897299501395336,0.897299501395336,0.897299501395336,0.897299501395336,0.897299501395336,0.897299501395336,1.0,0.897299501395336,0.897299501395336,0.897299501395336,0.897299501395336,0.897299501395336,0.897299501395336,0.897299501395336,0.897299501395336,0.897299501395336,0.897299501395336,0.897299501395336,0.897299501395336,0.897299501395336,0.897299501395336,0.897299501395336,0.897299501395336,0.897299501395336,0.897299501395336,0.897299501395336,0.897299501395336,0.897299501395336,0.897299501395336,1.02332895265512,0.897299501395336,0.897299501395336,0.897299501395336,0.897299501395336,1.03588826491305,0.897299501395336
1.04998558831761,1.0596195707447,0.834241476445209,0.943809549419524,0.915130097290621,0.908219078817211,0.948766811414444,0.90009371642524,1.154360758961,1.07208004292453,0.994856374960561,0.98672264241136,1.09549063597664,0.95152018097303,1.02316487271732,0.977307957899136,1.0085066480547,0.934578486555255,1.11747473353405,1.06501156152049,0.915288702770392,1.12189382306571,1.06351646169079,0.874247274064192,1.00565711030656,0.871522003945124,0.887534397947707,0.843427331536668,1.14011643458926,0.911815226279248,0.918504726467097,1.1744311554656,1.00548953744962,0.936864183533002,1.02627265723408,1.10817136329744,1.16524574063054,1.00514362503944
0.918841782500932,0.908615399043808,0.908615399043808,0.908615399043808,0.908615399043808,0.908615399043808,0.908615399043808,0.908615399043808,1.1480132485691,0.971428574832188,0.908615399043808,0.908615399043808,0.908615399043808,0.908615399043808,0.908615399043808,0.908615399043808,0.908615399043808,0.908615399043808,1.04037538728808,0.908615399043808,0.908615399043808,1.02057852340196,0.908615399043808,0.908615399043808,0.908615399043808,0.908615399043808,0.908615399043808,0.908615399043808,0.944380544118628,0.908615399043808,0.908615399043808,1.05845981209452,0.908615399043808,0.908615399043808,0.908615399043808,0.908615399043808,1.0,0.908615399043808
