Sample,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,Group,PC1_outlier,PC2_outlier,Any_outlier,PC1_flag,PC2_flag
sample-12,-30.484204187600625,-0.2237378527151763,-27.142234323933213,-6.9806060829583005,-0.3534342337081476,1.682642987246614,0.5933212119876119,-7.978108332176436,2.2390632917197264,5.787436910518639,Placenta,True,False,True,low,normal
sample-22,-40.165970525107426,-35.83682945372013,14.239884945883782,2.315039724717951,13.057832434783318,3.9554944643324266,-1.597986279065035,1.6679580119342785,-1.6953044089455565,-0.7623398775553192,Placenta,True,True,True,low,low
sample-25,-23.64252339622366,-23.0931736305799,0.7780300127407653,7.082510609180824,9.93547387515671,5.040850342594145,3.5663356558156467,4.813193284876146,-9.790465958202512,3.662741931975142,Placenta,True,True,True,low,low
sample-20,37.93496125471985,-22.906465239603232,0.6810362827533196,-11.718775215299882,5.127802539224699,-2.957009738743185,-0.7406865101459204,0.0522771063419945,-0.3258878027998431,5.470747451025025,Cord,True,True,True,high,low
sample-22,28.384062896614235,-15.173678257702894,-8.816319666309461,2.590961197700454,-17.670606704162964,14.968262503429637,4.905028933816867,9.408637734369188,-4.528243615497107,5.362043545545013,Cord,True,False,True,high,normal
sample-23,16.1757704732725,-25.541921295202723,-2.7287491895434286,-8.799766488898953,-5.249838649183332,-4.268879133181583,4.419446523007582,-7.575754487037199,2.2463244754366647,-5.2172980448718445,Cord,False,True,True,normal,low
sample-25,5.900817561982378,-24.051120999307695,-3.022504675102609,-3.282320218750054,-9.14373554196964,-1.7418107237029328,3.1389081914792047,-7.785388298209052,9.742133243637078,-5.550984990179154,Cord,False,True,True,normal,low
sample-33,6.0865771011742416,-20.500520726017857,-4.4512811023440735,9.867206243502492,-13.848422282568782,-3.1352490441144907,-3.006448750089119,-10.260921591324554,0.9126550255892004,-8.655544749274599,Cord,False,True,True,normal,low
sample-37,22.54502473211517,0.2533563045153474,-13.805997828557135,13.83268169117414,10.827846247317238,0.6191123001923822,-1.1717959040286845,-1.131075154138421,-5.696527783318237,0.0836229377469893,Cord,True,False,True,high,normal
