Sample,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC1_outlier,PC2_outlier,Any_outlier,PC1_flag,PC2_flag
sample-1,-3.1212071007322915,2.049936130586878,1.7546049810032414,1.398588052157378,-11.49515160302654,1.356309812027192,-2.6050049887154136,1.662604180451655,-6.628718627840499,-6.049198775912845,False,False,False,normal,normal
sample-2,-4.443159266662839,2.92727992084911,0.9698942037271808,2.6526149299999826,-10.920970726745844,-5.223434856906783,-3.559968704289467,-3.7735657333648223,4.750778765878382,6.434945933143243,False,False,False,normal,normal
sample-3,-5.2331505731671575,-2.2648048473312334,3.2693640331152034,5.298121925987242,-9.306951865590564,4.87990741458808,0.3092201272622347,4.208251480809818,-3.432269181558564,0.9788910810133968,False,False,False,normal,normal
sample-4,-3.450643927186753,-1.853361694708276,5.5764972623344455,-9.451389029167844,-6.956448187970869,0.8677205783555642,-1.0790953203309133,2.2941976697838125,6.855305709727686,6.947263655024354,False,False,False,normal,normal
sample-5,-11.465463417589673,-4.95862643531418,-4.9720622754421155,1.1459322800945586,-1.64385472170311,2.081934906062044,1.3009502298644262,1.1172038535181152,-3.436801769769104,9.226688255543884,False,False,False,normal,normal
sample-6,-11.212161652039107,-0.2328653380171222,-7.155584276708356,-1.0255705847917704,2.6199731225397955,-8.580451622125638,4.155805137330596,1.7146454402100668,-1.0163451601090934,1.3551570024589117,False,False,False,normal,normal
sample-7,-5.362476144159101,6.245134832728373,-1.4755162592882438,5.370463049773858,-2.126151207278928,-2.9315093176661065,0.5468670254774488,2.0852733590265458,1.9311251539972056,-0.1772445178119727,False,False,False,normal,normal
sample-8,-9.446964435939307,-14.1341488199606,6.724701185226375,-9.949052941762602,-3.1386080827120693,17.3312424339293,3.7188082963006224,-0.4488041744518167,-10.661441364706551,4.46160950411498,False,False,False,normal,normal
sample-9,-8.711301168701985,0.4829472096246208,-0.2807458776579455,1.76828993708014,20.54394404255852,13.441985951348371,-3.8837747847844986,5.091553052330158,2.459317284645304,1.0073178737424116,False,False,False,normal,normal
sample-10,-11.78818541217227,-6.867453490630734,-0.7626835374977036,-2.201401721314859,3.551266263345118,6.146312773718094,-0.0854743472951848,2.3910904784420643,4.560185705720887,-6.66293114398194,False,False,False,normal,normal
sample-11,-9.76317093600255,-3.878956063142454,-7.056443875239638,-0.4180121040787133,7.293721623571793,1.288614147375044,4.332724175101557,5.696253492066636,-2.6126053827327382,-0.7163056189808051,False,False,False,normal,normal
sample-12,-2.2006050972396185,-15.992449352133164,-2.1965874993157524,14.145986718044378,-1.2228555189149346,-6.836102061132982,8.663767510763028,-8.227586055163112,-9.002687341570613,-10.357066859860952,False,False,False,normal,normal
sample-13,-6.729910340248451,7.307923869451902,-7.009230746950836,6.295992464612132,14.523063429076752,-8.08220307514096,-8.546352654477495,0.9270250279085864,-4.152063099964492,3.2779143160652535,False,False,False,normal,normal
sample-14,-4.33653877111421,0.712801591090432,-0.2945224744881696,0.8127577290572203,-2.498189480720031,5.371833021390681,-8.143548725239249,-10.30591358078273,9.503477166840764,-5.062766217456293,False,False,False,normal,normal
sample-15,-8.31526422732211,4.5752082963505405,-5.376180395740295,-3.1161821830417757,8.721408272702197,-11.09650006413098,-0.8315246980850282,-1.1367851363308157,-2.249822807291537,5.491357681272866,False,False,False,normal,normal
sample-16,-8.585144544133607,-6.672687066675071,3.6025317335729623,-8.037788459153893,-4.057650955911811,-8.802203039209179,-4.903963940869902,-12.863900739279272,2.0183129258669252,-6.69634985668989,False,False,False,normal,normal
sample-17,-4.424678118907008,4.055560194014595,-6.72090534944852,6.538336218989812,1.6526100468696372,0.2976970286576154,7.580628549626808,-3.2826349093279488,0.5262966418905605,8.686006245241375,False,False,False,normal,normal
sample-18,7.1635234355041755,15.728038398796594,17.399747469425165,-11.976834147679268,5.857353991358891,-6.105585781988856,-0.5121058063128598,4.806407810872147,-4.204441262597391,-8.322255282772923,False,False,False,normal,normal
sample-19,0.5718604238406937,10.07143269148095,4.830464548465251,6.226229178106979,-7.584963876446324,-1.5762726788051489,-6.838712793787277,0.9928457390758302,0.4554541305031081,4.435804931314992,False,False,False,normal,normal
sample-20,45.236285048370384,5.479976350926677,-12.068821385925414,-0.5829014756062113,0.9281466881721344,-5.891853544079527,2.9568643718600613,11.96620041095246,-4.029983375303961,-2.169395371288353,True,False,True,high,normal
sample-21,-0.2746501338884802,13.236506610214162,5.353675284682954,3.3132449110909263,-3.660583930988294,-6.1182748826356335,-9.5321115544189,-0.2099984220564136,1.7293015356301833,-2.142472416960202,False,False,False,normal,normal
sample-22,30.62695643679821,-2.253873968593972,9.206050669667407,32.06887847013641,1.316574585547255,8.328703143931422,0.8188290841857939,-4.578060578430666,1.244957425227074,1.837793742278703,True,False,True,high,normal
sample-23,31.293148297065237,-17.041820048456525,-4.066291773412082,-7.107243452887487,1.8374992567939976,2.067443361432281,-12.215873812334916,5.207803733166099,4.319639988581838,3.2003086513715395,True,False,True,high,normal
sample-24,-11.052714904809209,-3.007069844046412,-4.94758588241104,0.3284992676835652,1.061335304786818,-3.81157276190977,6.119462427580192,3.0810132629276965,1.5846200037050615,4.515378998643871,False,False,False,normal,normal
sample-25,20.79845469925479,-23.96759575451688,1.6881414477522378,-3.9777095005431926,-2.9367324037462166,-7.636232811749656,-2.1115892121054984,4.9939384755669805,5.605646833417787,-2.7950116082424934,True,True,True,high,low
sample-26,-7.978516894332111,0.0629720701697012,-4.315803905252229,3.401084215414818,-2.799119196987389,-1.0973889317779606,-1.11084362322351,1.269393870841378,0.2192307794543459,3.145400617494583,False,False,False,normal,normal
sample-27,-2.7261059560974963,3.573070194257303,4.407933332291748,-3.3262455197791976,-10.211196315707667,2.533343270967811,11.30592225387111,4.820118566939909,5.981053013655875,4.769119214731576,False,False,False,normal,normal
