Dataset,Sample,PC,PC_Score,PC_Flag,Rank,Metabolite,Raw_Value,Z_Value,Value_Direction,Loading,Loading_Direction,Contribution,Abs_Contribution
Cord,sample-33,PC2,-21.774582368675816,low,9,1103076,0.821704716505716,-3.0752519152133764,low,0.06371086776360571,positive,-0.19592696810993462,0.19592696810993462
Cord,sample-33,PC2,-21.774582368675816,low,10,1116139,1.17020914128322,3.0697359285168746,high,-0.06311353948714482,negative,-0.19374189973955694,0.19374189973955694
Cord,sample-33,PC2,-21.774582368675816,low,11,109009,0.887310758453585,-4.270307256575556,low,0.04269497380285971,positive,-0.18232065644965512,0.18232065644965512
Cord,sample-33,PC2,-21.774582368675816,low,12,301003,0.903560271864051,-2.837733241764526,low,0.06320449429016126,positive,-0.17935749447610677,0.17935749447610677
Cord,sample-33,PC2,-21.774582368675816,low,13,1102042,1.10559662657837,3.514932240456656,high,-0.050345046722070595,negative,-0.17695942787070262,0.17695942787070262
Cord,sample-33,PC2,-21.774582368675816,low,14,112026,0.861422379066618,-2.895028723525039,low,0.060613870181128446,positive,-0.1754788952183847,0.1754788952183847
Cord,sample-33,PC2,-21.774582368675816,low,15,402003,0.932025434045011,-2.388347946450544,low,0.07329647693208687,positive,-0.17505749016280936,0.17505749016280936
Cord,sample-33,PC2,-21.774582368675816,low,16,210003,0.911768645341957,-3.1216122334654073,low,0.05470337172371297,positive,-0.17076271438454807,0.17076271438454807
Cord,sample-33,PC2,-21.774582368675816,low,17,402012,0.932730099507002,-1.9978838325192527,low,0.08492632378249314,positive,-0.16967292924033836,0.16967292924033836
Cord,sample-33,PC2,-21.774582368675816,low,18,117031,0.899552861574411,-3.0506366134718794,low,0.0552057573031793,positive,-0.1684127045035214,0.1684127045035214
Cord,sample-33,PC2,-21.774582368675816,low,19,109014,1.11931473327516,2.683430691863907,high,-0.0626029185714857,negative,-0.1679905930949817,0.1679905930949817
